title,num_rooms,num_bedrooms,type_of_good,total_area,total_land_area,condition,latitude,longitude,city,region,features,url,price,Antenne parabolique,Ascenseur,Chambre rangement,Chauffage central,Cheminée,Climatisation,Concierge,Cuisine équipée,Double vitrage,Entre-seul,Four,Garage,Jardin,Machine à laver,Meublé,Micro-ondes,Piscine,Porte blindée,Réfrigérateur,Salon européen,Sécurité,Terrasse,Vue sur les montagnes,Vue sur mer
Villa haut standing El haouaria plage sud,,4,Villa,350,,Bon état,33.88727906698488,9.539157553366032,El Haouaria,,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Cheminée;Climatisation;Sécurité;Double vitrage;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7526664/villa-haut-standing-el-haouaria-plage-sud,620000,True,False,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,True
A louer appartement S2 à L'aouina,4,3,Villa,240,500.0,Nouveau,36.883333,10.25,La Soukra,La Soukra,Jardin;Terrasse;Garage;Piscine,https://www.mubawab.tn/fr/a/7946133/a-louer-appartement-s2-%C3%A0-l-aouina,990000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
Maison montfleury 4 appartements et garage,10,8,Maison,400,400.0,Bon état,36.81881,10.16596,Sidi Bechir,Tunis,Terrasse;Garage;Climatisation;Chauffage central;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8069176/maison-montfleury-4-appartements-et-garage,690000,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
À VENDRE Villa d'Époque à Carthage Salambo,5,3,Villa,188,498.0,À rénover,36.8566,10.3258,Salambo,Carthage,Jardin;Garage,https://www.mubawab.tn/fr/a/8069290/%C3%A0-vendre-villa-d-%C3%A9poque-%C3%A0-carthage-salambo,2500000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Maison pour vente,1,3,Maison,100,100.0,Bon état,36.81881,10.16596,Jayara,Sidi Hassine,,https://www.mubawab.tn/fr/a/8064928/maison-pour-vente,55000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vente maison. Surface de 100 m².,,3,Maison,100,100.0,Nouveau,36.35203864135829,9.630153046766422,Bou Arada,,Garage,https://www.mubawab.tn/fr/a/8069667/vente-maison-surface-de-100-m%C2%B2-,97000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vente villa RDC et ETAGE avec piscine Hammamet,7,4,Villa,300,270.0,Bon état,36.40108,10.61457,Hammamet Nord,Hammamet,Terrasse;Piscine;Cuisine équipée,https://www.mubawab.tn/fr/a/8069226/vente-villa-rdc-et-etage-avec-piscine-hammamet,680000,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Villa A Vendre s4,4,4,Villa,420,600.0,Nouveau,36.40662,10.5673,Bir Bouregba,,Jardin;Terrasse;Garage;Vue sur les montagnes;Chambre rangement;Meublé;Entre-seul;Antenne parabolique;Climatisation;Chauffage central;Réfrigérateur;Four,https://www.mubawab.tn/fr/a/8070268/villa-a-vendre-s4,650000,True,False,True,True,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,False,True,True,False
Très belle villa a vendre a Hammamet,5,4,Villa,460,,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Piscine,https://www.mubawab.tn/fr/a/8007977/tr%C3%A8s-belle-villa-a-vendre-a-hammamet,920000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
4 maisons garage,4,8,Maison,400,300.0,Bon état,37.243269,9.646734,Bizerte Hached,Bizerte Sud,Garage;Entre-seul,https://www.mubawab.tn/fr/a/8071819/4-maisons-garage,350000,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Villa polyvalente à vendre à Cité Frina, Monastir",,7,Villa,800,580.0,Nouveau,35.72527166539422,10.81766989279074,Cité Frina,Monastir Ville,Jardin;Terrasse;Garage;Vue sur mer;Chambre rangement;Meublé;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8071839/villa-polyvalente-%C3%A0-vendre-%C3%A0-cit%C3%A9-frina-monastir,750000,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,False,True
Villa bechawet,8,5,Villa,385,1000.0,Bon état,36.47,10.78,Beni Khiar,Beni Khiar,Salon européen;Cheminée;Sécurité,https://www.mubawab.tn/fr/a/8071850/villa-bechawet,1500000,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Luxueuse Villa Prix Justifié,9,5,Villa,728,600.0,Nouveau,35.81433,10.63392,Sousse Riadh,Sousse Riadh,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Salon européen;Antenne parabolique;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8072575/luxueuse-villa-prix-justifi%C3%A9,1600000,True,False,True,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False
Maison Belle époque,13,9,Villa,300,1000.0,À rénover,36.833333,10.316667,Le Kram,Le Kram,Jardin;Terrasse;Vue sur mer;Entre-seul;Cheminée,https://www.mubawab.tn/fr/a/8072728/maison-belle-%C3%A9poque,2900000,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True
Villa en deux niveaux à Mégrine coteau,8,6,Villa,400,680.0,Bon état,36.6938694,10.2622167,Megrine Coteau,Mégrine,Jardin;Terrasse;Garage;Climatisation;Chauffage central;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Micro-ondes,https://www.mubawab.tn/fr/a/8050181/villa-en-deux-niveaux-%C3%A0-m%C3%A9grine-coteau,1500000,False,False,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False,False
"Magnifique villa à vendre à Borj Cedria. 8 grandes pièces. Vue exceptionnelle sur la montagne, chauffage central.",8,5,Villa,440,,Nouveau,36.0683,9.97244,Borj Cedria,Hammam Chatt,Jardin;Terrasse;Garage;Vue sur les montagnes;Chambre rangement;Chauffage central,https://www.mubawab.tn/fr/a/8063686/magnifique-villa-%C3%A0-vendre-%C3%A0-borj-cedria-8-grandes-pi%C3%A8ces-vue-exceptionnelle-sur-la-montagne-chauffage-central-,779000,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False
Maison d'époque à rénover à la Medina,8,6,Maison,200,180.0,À rénover,36.798013,10.171726,La Medina,,Terrasse,https://www.mubawab.tn/fr/a/8063898/maison-d-%C3%A9poque-%C3%A0-r%C3%A9nover-%C3%A0-la-medina,450000,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Houch Djerbien, Jardin Magnifique & Position Idéal",6,3,Maison,150,2000.0,Bon état,33.843083458615766,10.827706096948535,Houmt Souk,Houmt Souk,Jardin;Terrasse;Garage;Meublé;Antenne parabolique;Climatisation;Double vitrage;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8064673/houch-djerbien-jardin-magnifique-position-id%C3%A9al,590000,True,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,False,False
Villa à El Haouaria plage sud,5,3,Villa,350,691.0,Bon état,37.04056413930248,11.055670232840551,El Haouaria,,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Meublé;Salon européen;Antenne parabolique;Cheminée;Climatisation;Double vitrage;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8064872/villa-%C3%A0-el-haouaria-plage-sud,690000,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True
Villa à vendre RDC1er étagestudiogarage,3,4,Villa,346,409.0,Bon état,36.7272,9.1882,Beja Nord,Béja,Jardin;Terrasse;Garage;Vue sur les montagnes;Entre-seul,https://www.mubawab.tn/fr/a/8064886/villa-%C3%A0-vendre-rdc1er-%C3%A9tagestudiogarage,487000,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,True,False
Villa évidente,,3,Villa,165,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Garage;Vue sur mer;Piscine;Sécurité;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/8009928/villa-%C3%A9vidente,478200,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True
Villa avellino,,3,Villa,167,,Nouveau,33.873399194579605,10.858490627754833,Houmt Souk,Djerba,Jardin;Terrasse;Garage;Piscine;Cuisine équipée,https://www.mubawab.tn/fr/a/8004285/villa-avellino,396850,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
Villa Cristalline,5,3,Villa,159,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Garage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7894464/villa-cristalline,389680,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
Houch la douce,10,4,Villa,500,,Bon état,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Vue sur mer;Piscine;Chambre rangement;Meublé;Antenne parabolique;Climatisation;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7615050/houch-la-douce,849990,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True
Villa onion,,3,Villa,162,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin,https://www.mubawab.tn/fr/a/8009128/villa-onion,306800,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Villa zakino,,2,Villa,105,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Piscine;Climatisation;Sécurité;Cuisine équipée;Machine à laver,https://www.mubawab.tn/fr/a/8009936/villa-zakino,311200,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
EXCLUSIF Villa DOWN TOWN magnifique F5 avec piscne,6,4,Villa,160,,Nouveau,33.812215492374,10.986938997363296,Djerba,Djerba,Jardin;Terrasse;Garage;Piscine;Salon européen;Antenne parabolique;Climatisation;Sécurité;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7342200/exclusif-villa-down-town-magnifique-f5-avec-piscne,686400,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,True,False,True,True,True,False,False
Villa OLGA,7,4,Maison,408,,Bon état,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Vue sur mer;Climatisation;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7894455/villa-olga,1790850,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True
Villa HARY,,3,Villa,158,,Bon état,33.812505900885846,10.986621605549177,Djerba,Djerba,Jardin;Garage;Piscine;Climatisation;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7956345/villa-hary,550000,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,False,False
Villa COSY,5,3,Villa,172,,Bon état,33.8075978,10.8451467,Djerba,Djerba,Terrasse;Garage;Piscine;Meublé;Salon européen;Antenne parabolique;Climatisation;Sécurité;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7894461/villa-cosy,458418,True,False,False,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False
Villa luxuria,8,4,Villa,270,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Piscine;Meublé;Antenne parabolique;Climatisation;Sécurité;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/7805108/villa-luxuria,874200,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False
Villa elior,5,3,Villa,125,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Cuisine équipée,https://www.mubawab.tn/fr/a/7815483/villa-elior,257500,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Villa Düsseldorf,5,3,Villa,135,,Nouveau,33.81231968490929,10.986906691565622,Djerba,Djerba,Jardin;Terrasse;Piscine;Chambre rangement;Double vitrage;Porte blindée,https://www.mubawab.tn/fr/a/7534050/villa-d%C3%BCsseldorf,447200,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
The four season house,5,4,Maison,198,,Bon état,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Meublé;Cheminée;Porte blindée;Cuisine équipée;Four,https://www.mubawab.tn/fr/a/7609530/the-four-season-house,693520,False,False,False,False,True,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,False,False
Villa portland a vendre a djerba,7,3,Villa,445,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Terrasse;Garage;Double vitrage;Cuisine équipée,https://www.mubawab.tn/fr/a/7884637/villa-portland-a-vendre-a-djerba,348550,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Rafraf plage lehmery Bizerte,,14,Maison,538,,Bon état,37.179885327045504,10.22734473574152,Raf Raf,,Jardin;Terrasse;Vue sur mer;Vue sur les montagnes;Piscine;Meublé;Entre-seul,https://www.mubawab.tn/fr/a/8065294/rafraf-plage-lehmery-bizerte,700000,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,True
2 appatements s2 et 2 garage à vendre à kelibia,6,4,Maison,220,,Bon état,36.8493,11.0918,Kélibia,,Garage,https://www.mubawab.tn/fr/a/8055710/2-appatements-s2-et-2-garage-%C3%A0-vendre-%C3%A0-kelibia,360000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2Appartements indépendants à vendre à Manzel Tamim,6,4,Maison,300,148.0,Bon état,36.783333,10.983333,Menzel Temime,,Garage,https://www.mubawab.tn/fr/a/8055822/2appartements-ind%C3%A9pendants-%C3%A0-vendre-%C3%A0-manzel-tamim,290000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Villa Menzah 5 sur Avenue principale,11,7,Villa,535,535.0,Bon état,36.85514555513117,10.176407145486316,El Menzah 5,Ariana Ville,Jardin;Terrasse;Garage;Chambre rangement;Climatisation;Chauffage central,https://www.mubawab.tn/fr/a/8055933/villa-menzah-5-sur-avenue-principale,1600000,False,False,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Maison à vendre à manzel tmim Echmardel,6,4,Maison,105,,Bon état,36.783333,10.983333,Menzel Temime,,Terrasse;Garage,https://www.mubawab.tn/fr/a/8056038/maison-%C3%A0-vendre-%C3%A0-manzel-tmim-echmardel,180000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
A vendre Villa jumelée à les Jardins d'El Menzah 2,3,2,Maison,200,338.0,Nouveau,36.8625,10.19556,Les Jardins d'El Menzah 2,Ariana Ville,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Cheminée;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8056351/a-vendre-villa-jumel%C3%A9e-%C3%A0-les-jardins-d-el-menzah-2,730000,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False
Maison style américain à vendre à Manzel Tamim,7,5,Maison,350,440.0,Bon état,36.783333,10.983333,Menzel Temime,,Garage,https://www.mubawab.tn/fr/a/8056344/maison-style-am%C3%A9ricain-%C3%A0-vendre-%C3%A0-manzel-tamim,500000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Duplex s3 haut standing avec piscine au lac 2,4,3,Maison,341,,Bon état,36.876389,10.325278,Les Berges Du Lac 2,La Marsa,Jardin;Piscine;Climatisation;Chauffage central;Sécurité;Double vitrage;Porte blindée;Cuisine équipée;Four;Micro-ondes,https://www.mubawab.tn/fr/a/7907332/duplex-s3-haut-standing-avec-piscine-au-lac-2,1700000,False,False,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,False
Villa neuve avec piscine zone en face Théâtre,4,3,Villa,300,,Nouveau,36.40108,10.61457,Hammamet,Hammamet,Jardin;Terrasse;Vue sur les montagnes;Piscine;Salon européen;Chauffage central;Double vitrage;Porte blindée;Cuisine équipée,https://www.mubawab.tn/fr/a/7887998/villa-neuve-avec-piscine-zone-en-face-th%C3%A9%C3%A2tre,775000,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,True,True,False
Villa à El Menzah 5 à vendre,7,6,Villa,600,,Bon état,36.8625,10.19556,El Menzah 5,Ariana Ville,Jardin,https://www.mubawab.tn/fr/a/6473230/villa-%C3%A0-el-menzah-5-%C3%A0-vendre,1650000,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Une villa neuve de plain pied à vendre,4,3,Villa,560,,Nouveau,33.8075978,10.8451467,Djerba,Djerba,Jardin;Terrasse;Garage;Piscine;Chambre rangement;Meublé;Salon européen;Antenne parabolique;Climatisation;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8027135/une-villa-neuve-de-plain-pied-%C3%A0-vendre,435000,True,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False
Maison de style américain,4,4,Maison,183,,Nouveau,36.64767,10.09106,Cité Ennacim 2,Mohamadia,Garage,https://www.mubawab.tn/fr/a/8058299/maison-de-style-am%C3%A9ricain,360000,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
"Magnifique Villa à Houmt Souk, Djerba",19,5,Villa,700,525.0,Bon état,33.772897092643085,10.943405692461374,Zarzis,,Jardin;Terrasse;Garage;Chambre rangement;Meublé;Entre-seul;Salon européen;Antenne parabolique;Climatisation;Sécurité;Porte blindée;Cuisine équipée;Réfrigérateur;Four;Machine à laver;Micro-ondes,https://www.mubawab.tn/fr/a/8058355/magnifique-villa-%C3%A0-houmt-souk-djerba,1200000,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False
Vente Villa El Mourouj2,5,3,Villa,467,,Bon état,36.6938694,10.2622167,El Mourouj 2,El Mourouj,Jardin;Terrasse;Garage;Chambre rangement;Antenne parabolique;Cheminée;Climatisation;Chauffage central;Cuisine équipée,https://www.mubawab.tn/fr/a/7891086/vente-villa-el-mourouj2,660000,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Une Villa à Vendre,7,3,Villa,399,,À rénover,36.814748,10.1558086,El Omrane,El Omrane,Jardin;Terrasse;Garage,https://www.mubawab.tn/fr/a/8000384/une-villa-%C3%A0-vendre,1350000,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
Villa à rénover à notre dame,4,3,Maison,856,,À rénover,36.8316382,10.1641474,Mutuelle Ville,El Menzah,Jardin;Terrasse;Garage;Vue sur mer;Vue sur les montagnes;Chauffage central,https://www.mubawab.tn/fr/a/7990724/villa-%C3%A0-r%C3%A9nover-%C3%A0-notre-dame,2400000,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True
